review_number,revision_number,status,author,url,close_date,close_time
7108,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7108/1,2011-06-25,17:12:27.549000000
7575,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7575/2,2011-06-25,02:02:26.326000000
7576,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7576/1,2011-07-05,19:55:11.351000000
7587,1,DirectlyApprove,Reyna Phillips Carpentier,http://review.couchbase.org/#/c/7587/1,2011-06-27,06:45:44.731000000
7626,6,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7626/6,2011-06-29,00:11:11.447000000
7641,3,ApproveAfterChange,Noah Dean,http://review.couchbase.org/#/c/7641/3,2011-06-29,20:17:17.443000000
7642,1,DirectlyApprove,Noah Dean,http://review.couchbase.org/#/c/7642/1,2011-06-29,20:25:39.253000000
7643,1,DirectlyApprove,Noah Dean,http://review.couchbase.org/#/c/7643/1,2011-06-29,20:26:15.582000000
7646,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7646/2,2011-07-05,19:55:23.991000000
7647,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7647/1,2011-07-05,19:55:37.227000000
7648,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7648/1,2011-06-30,01:32:31.012000000
7649,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7649/1,2011-07-05,19:55:51.262000000
7650,9,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7650/9,2011-07-18,23:07:54.367000000
7651,3,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7651/3,2011-07-11,18:10:33.826000000
7672,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7672/1,2011-07-10,22:37:47.931000000
7773,2,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7773/2,2011-07-14,18:47:33.590000000
7774,2,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7774/2,2011-07-07,17:56:38.576000000
7775,3,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7775/3,2011-07-14,18:47:57.216000000
7776,2,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7776/2,2011-07-14,18:47:43.264000000
7777,2,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7777/2,2011-07-14,18:48:11.989000000
7778,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7778/1,2011-07-07,18:19:30.228000000
7779,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7779/1,2011-07-14,18:48:20.647000000
7781,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7781/1,2011-07-14,18:48:41.546000000
7783,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7783/1,2011-07-14,18:48:54.524000000
7801,4,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7801/4,2011-07-11,05:43:53.939000000
7802,4,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7802/4,2011-07-11,05:45:08.978000000
7803,4,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7803/4,2011-07-11,05:46:21.305000000
7846,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/7846/1,2011-07-09,21:03:48.432000000
7859,8,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7859/8,2011-07-13,21:37:59.418000000
7877,7,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7877/7,2011-07-11,22:02:37.654000000
7881,1,Rejected,Case Burke,http://review.couchbase.org/#/c/7881/1,2011-07-15,21:06:51.279000000
7890,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7890/1,2011-07-14,22:59:56.712000000
7898,4,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7898/4,2011-07-19,01:10:46.272000000
